id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,lo_ci,up_ci,or,or_lci95,or_uci95,pval,p_fdr
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302709,Left-hemisphere salience/ventral attention network to left-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302709,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0671279475443035,0.037455923,-0.006285662,0.140541558,1.069432301,0.993734051,1.150896907,0.836315327,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302711,Left-hemisphere salience/ventral attention network to left-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302711,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0470851181739008,0.031114196,-0.013898706,0.108068942,1.048211227,0.986197435,1.114124553,0.923286056,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302713,Left-hemisphere salience/ventral attention network to right-hemisphere somatomotor network white-matter structural connectivity || id:ebi-sc206-GCST90302713,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0518783920452149,0.029434111,-0.005812465,0.109569249,1.053247651,0.994204395,1.115797336,0.836315327,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302714,Left-hemisphere salience/ventral attention network to right-hemisphere dorsal attention network white-matter structural connectivity || id:ebi-sc206-GCST90302714,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0770315831826322,0.030891556,0.016484133,0.137579033,1.080076188,1.016620746,1.147492393,0.490544906,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302715,Left-hemisphere salience/ventral attention network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302715,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.04620340802616,0.029129357,-0.010890132,0.103296948,1.047287416,0.989168951,1.108820622,0.901292022,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302717,Left-hemisphere salience/ventral attention network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302717,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0555400715401495,0.030247426,-0.003744883,0.114825026,1.057111376,0.996262121,1.121677156,0.823122782,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302723,Left-hemisphere salience/ventral attention network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302723,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0372148479113001,0.032809877,-0.027092512,0.101522207,1.037915991,0.973271198,1.106854499,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302726,Left-hemisphere limbic network to left-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302726,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0345669136925065,0.032378497,-0.028894941,0.098028768,1.035171293,0.971518526,1.102994516,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302728,Left-hemisphere limbic network to left-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302728,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0336606486161384,0.034845354,-0.034636246,0.101957543,1.034233579,0.965956723,1.107336457,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302729,Left-hemisphere limbic network to right-hemisphere visual network white-matter structural connectivity || id:ebi-sc206-GCST90302729,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0565019969451243,0.031269871,-0.00478695,0.117790944,1.058128728,0.995224489,1.125008897,0.836315327,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302731,Left-hemisphere limbic network to right-hemisphere dorsal attention network white-matter structural connectivity || id:ebi-sc206-GCST90302731,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0802555726069008,0.031963595,0.017606926,0.142904219,1.083563962,1.017762842,1.153619301,0.490544906,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302732,Left-hemisphere limbic network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302732,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0463790160409015,0.03172772,-0.015807316,0.108565348,1.047471344,0.984316964,1.114677748,0.931540493,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302733,Left-hemisphere limbic network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302733,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0557975827341711,0.039990235,-0.022583277,0.134178443,1.057383629,0.977669816,1.143596868,0.948131647,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302734,Left-hemisphere limbic network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302734,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0359370602538042,0.032732967,-0.028219554,0.100093675,1.036590602,0.972174898,1.10527445,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302735,Left-hemisphere limbic network to right-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302735,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.00515141075014152,0.038144446,-0.069611704,0.079914525,1.005164702,0.932755935,1.083194478,0.987485974,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302736,Left-hemisphere limbic network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302736,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,-0.034311414,0.038043458,-0.108876592,0.040253763,0.966270547,0.896841088,1.041074927,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302737,Left-hemisphere limbic network to caudate white-matter structural connectivity || id:ebi-sc206-GCST90302737,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.00392696841896307,0.031297383,-0.057415903,0.06526984,1.003934689,0.944201291,1.067447025,0.988102569,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302739,Left-hemisphere limbic network to pallidum white-matter structural connectivity || id:ebi-sc206-GCST90302739,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0770416076708521,0.03470792,0.009014085,0.145069131,1.080087015,1.009054834,1.156119491,0.664181227,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302740,Left-hemisphere limbic network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302740,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0128013539268506,0.046343688,-0.078032274,0.103634982,1.012883642,0.924934574,1.109195505,0.98006925,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302742,Left-hemisphere limbic network to accumbens white-matter structural connectivity || id:ebi-sc206-GCST90302742,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0350276974929206,0.031729385,-0.027161897,0.097217292,1.035648393,0.97320367,1.102099825,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302743,Left-hemisphere control network to left-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302743,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0549716176696241,0.031760721,-0.007279395,0.117222631,1.056510628,0.992747035,1.124369721,0.836315327,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302744,Left-hemisphere control network to left-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302744,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0754985273283089,0.029800346,0.017089848,0.133907206,1.07842164,1.017236715,1.143286725,0.490544906,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302745,Left-hemisphere control network to right-hemisphere visual network white-matter structural connectivity || id:ebi-sc206-GCST90302745,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0580242629228366,0.041484468,-0.023285294,0.139333819,1.059740708,0.976983717,1.149507764,0.948131647,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302746,Left-hemisphere control network to right-hemisphere somatomotor network white-matter structural connectivity || id:ebi-sc206-GCST90302746,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0275316296793075,0.033630071,-0.03838331,0.09344657,1.027914127,0.962343994,1.097951938,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302748,Left-hemisphere control network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302748,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0292765370134728,0.033012506,-0.035427975,0.093981049,1.029709308,0.96519225,1.098538927,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302749,Left-hemisphere control network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302749,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.035745301588703,0.036248155,-0.035301083,0.106791686,1.036391846,0.965314733,1.112702439,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302750,Left-hemisphere control network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302750,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0435307455997405,0.044277137,-0.043252443,0.130313934,1.044492107,0.957669603,1.139185956,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302757,Left-hemisphere control network to amygdala white-matter structural connectivity || id:ebi-sc206-GCST90302757,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,-0.009776253,0.03159672,-0.071705823,0.052153317,0.990271379,0.930804677,1.053537256,0.98006925,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302758,Left-hemisphere control network to accumbens white-matter structural connectivity || id:ebi-sc206-GCST90302758,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0263658868515829,0.031172243,-0.03473171,0.087463484,1.026716542,0.965864513,1.09140241,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302759,Left-hemisphere default mode network to left-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302759,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0810774440617458,0.031211547,0.019902813,0.142252075,1.084454878,1.020102194,1.152867221,0.460348061,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302760,Left-hemisphere default mode network to right-hemisphere visual network white-matter structural connectivity || id:ebi-sc206-GCST90302760,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0768244805219796,0.043334291,-0.008110731,0.161759692,1.079852525,0.991922072,1.175577706,0.836315327,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302764,Left-hemisphere default mode network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302764,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0964336260393759,0.042155317,0.013809204,0.179058048,1.101236485,1.013904992,1.196090173,0.629957636,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302765,Left-hemisphere default mode network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302765,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0310967676323197,0.035091413,-0.037682402,0.099875938,1.031585323,0.963018745,1.105033816,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302767,Left-hemisphere default mode network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302767,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,-0.002881485,0.030858603,-0.063364347,0.057601377,0.997122663,0.938601435,1.059292654,0.994634966,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302769,Left-hemisphere default mode network to putamen white-matter structural connectivity || id:ebi-sc206-GCST90302769,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,-0.011888676,0.033135054,-0.076833383,0.053056031,0.988181715,0.926044136,1.054488727,0.98006925,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302770,Left-hemisphere default mode network to pallidum white-matter structural connectivity || id:ebi-sc206-GCST90302770,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0746898804063531,0.032544627,0.010902412,0.138477348,1.07754993,1.01096206,1.148523665,0.629957636,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302774,Right-hemisphere visual network to right-hemisphere visual network white-matter structural connectivity || id:ebi-sc206-GCST90302774,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0882501523725624,0.026941026,0.035445742,0.141054563,1.09226132,1.036081431,1.151487474,0.215943687,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302776,Right-hemisphere visual network to right-hemisphere dorsal attention network white-matter structural connectivity || id:ebi-sc206-GCST90302776,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0875423300076668,0.030411745,0.02793531,0.14714935,1.091488466,1.02832916,1.158526976,0.293905248,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302777,Right-hemisphere visual network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302777,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0590056259910267,0.051566867,-0.042065434,0.160076686,1.060781209,0.95880704,1.173600867,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302779,Right-hemisphere visual network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302779,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0409378002877804,0.043662714,-0.044641119,0.126516719,1.041787305,0.956340633,1.134868425,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302780,Right-hemisphere visual network to right-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302780,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0369038674826214,0.035861294,-0.033384269,0.107192004,1.03759327,0.967166836,1.113147963,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302781,Right-hemisphere visual network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302781,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0597508254828891,0.037266618,-0.013291746,0.132793397,1.061571997,0.986796199,1.14201403,0.901292022,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302784,Right-hemisphere visual network to pallidum white-matter structural connectivity || id:ebi-sc206-GCST90302784,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0499317766734508,0.033539968,-0.01580656,0.115670113,1.051199378,0.984317708,1.122625472,0.927743432,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302785,Right-hemisphere visual network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302785,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0279953371936801,0.033245616,-0.037166071,0.093156745,1.028390889,0.96351611,1.097633771,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302787,Right-hemisphere visual network to accumbens white-matter structural connectivity || id:ebi-sc206-GCST90302787,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0620244807931474,0.039314055,-0.015031067,0.139080028,1.063988392,0.985081336,1.149216066,0.901384985,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302790,Right-hemisphere somatomotor network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302790,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0567990101891052,0.030265153,-0.00252069,0.116118711,1.058443053,0.997482484,1.123129192,0.799668557,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302794,Right-hemisphere somatomotor network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302794,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0516170265992261,0.036966563,-0.020837437,0.12407149,1.052972405,0.979378162,1.132096802,0.948131647,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302795,Right-hemisphere somatomotor network to caudate white-matter structural connectivity || id:ebi-sc206-GCST90302795,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0821698981383627,0.040318995,0.003144668,0.161195128,1.085640242,1.003149617,1.174914206,0.723950101,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302796,Right-hemisphere somatomotor network to putamen white-matter structural connectivity || id:ebi-sc206-GCST90302796,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.045056682721954,0.036864503,-0.027197744,0.117311109,1.046087153,0.973168785,1.124469208,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302797,Right-hemisphere somatomotor network to pallidum white-matter structural connectivity || id:ebi-sc206-GCST90302797,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0945007796090418,0.030988836,0.033762661,0.155238898,1.09911002,1.034339088,1.167936946,0.262323444,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302798,Right-hemisphere somatomotor network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302798,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0975223405290518,0.031473878,0.03583354,0.159211141,1.10243607,1.036483299,1.172585502,0.250408352,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302800,Right-hemisphere somatomotor network to accumbens white-matter structural connectivity || id:ebi-sc206-GCST90302800,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0560370250814125,0.036852125,-0.016193139,0.128267189,1.057636842,0.983937265,1.136856718,0.923286056,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302801,Right-hemisphere dorsal attention network to right-hemisphere dorsal attention network white-matter structural connectivity || id:ebi-sc206-GCST90302801,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.128211959108589,0.03222317,0.065054546,0.191369372,1.136793931,1.067217235,1.210906645,0.043380817,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302802,Right-hemisphere dorsal attention network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302802,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.121833432473366,0.030984937,0.061102956,0.182563909,1.129565937,1.063008352,1.200290858,0.043380817,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302804,Right-hemisphere dorsal attention network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302804,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0747983753922133,0.031043669,0.013952783,0.135643967,1.077666845,1.014050578,1.145274066,0.547109953,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302805,Right-hemisphere dorsal attention network to right-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302805,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.081318179347468,0.030045009,0.022429961,0.140206398,1.084715976,1.022683404,1.150511237,0.368562755,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302807,Right-hemisphere dorsal attention network to caudate white-matter structural connectivity || id:ebi-sc206-GCST90302807,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0534116894281464,0.037280017,-0.019657144,0.126480522,1.054863832,0.980534798,1.134827347,0.938339164,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302809,Right-hemisphere dorsal attention network to pallidum white-matter structural connectivity || id:ebi-sc206-GCST90302809,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0783089748519117,0.032761881,0.014095689,0.142522261,1.08145675,1.014195502,1.153178751,0.547109953,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302810,Right-hemisphere dorsal attention network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302810,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0320662190747285,0.03461941,-0.035787825,0.099920263,1.03258588,0.964844988,1.105082799,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302811,Right-hemisphere dorsal attention network to amygdala white-matter structural connectivity || id:ebi-sc206-GCST90302811,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0616400151150461,0.031458307,-1.83E-05,0.123298297,1.063579403,0.999981734,1.131221811,0.723950101,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302812,Right-hemisphere dorsal attention network to accumbens white-matter structural connectivity || id:ebi-sc206-GCST90302812,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0595651787813587,0.041676849,-0.022121446,0.141251803,1.061374938,0.978121439,1.151714617,0.938339164,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302813,Right-hemisphere salience/ventral attention network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302813,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0690316756529655,0.038043799,-0.00553417,0.143597522,1.071470148,0.994481115,1.154419386,0.836315327,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302814,Right-hemisphere salience/ventral attention network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302814,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0565994518151288,0.03986966,-0.021545081,0.134743985,1.058231853,0.978685356,1.144243803,0.938339164,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302816,Right-hemisphere salience/ventral attention network to right-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302816,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0611813874860249,0.036328712,-0.010022887,0.132385662,1.063091728,0.990027175,1.141548486,0.836315327,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302818,Right-hemisphere salience/ventral attention network to caudate white-matter structural connectivity || id:ebi-sc206-GCST90302818,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0474205524297433,0.031954673,-0.015210606,0.110051711,1.048562892,0.984904491,1.116335796,0.927743432,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302820,Right-hemisphere salience/ventral attention network to pallidum white-matter structural connectivity || id:ebi-sc206-GCST90302820,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0891748852698173,0.03074643,0.028911883,0.149437888,1.093271837,1.029333889,1.161181345,0.293905248,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302823,Right-hemisphere salience/ventral attention network to accumbens white-matter structural connectivity || id:ebi-sc206-GCST90302823,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0255772944300237,0.031903615,-0.036953791,0.08810838,1.0259072,0.963720666,1.092106478,0.965105369,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302824,Right-hemisphere limbic network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302824,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0339458736634709,0.033435917,-0.031588523,0.09948027,1.03452861,0.968905182,1.104596677,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302825,Right-hemisphere limbic network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302825,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0293817898194859,0.031503937,-0.032365926,0.091129506,1.029817693,0.968152245,1.095410858,0.964621048,0.05
ukb-ppp-EGFR-OID20319,ebi-sc206-GCST90302829,Right-hemisphere limbic network to putamen white-matter structural connectivity || id:ebi-sc206-GCST90302829,EGFR_P00533_OID20319_v1_Cardiometabolic || id:ukb-ppp-EGFR-OID20319,Inverse variance weighted,12,0.0427027941406258,0.042061392,-0.039737535,0.125143123,1.043627676,0.961041646,1.133310644,0.964621048,0.05
