outcome,Trend,category,b_APOMO95445,pval_APOMO95445,b_CD276,pval_CD276,b_Dementia ,pval_Dementia ,b_Dementia in Alzheimer disease ,pval_Dementia in Alzheimer disease ,b_Dementia in other diseases classified elsewhere ,pval_Dementia in other diseases classified elsewhere ,b_EGFRP00533,pval_EGFRP00533,b_GDF15Q99988,pval_GDF15Q99988,b_GHRLQ9UBU3,pval_GHRLQ9UBU3,b_LGALS4P56470,pval_LGALS4P56470,b_Unspecified dementia ,pval_Unspecified dementia ,b_Vascular dementia ,pval_Vascular dementia ,b_demenitameta,pval_demenitameta,pval_anycause
GCST90001870.tsv_cleaned,immune cell,3,0.147690489120287,0.145862395276934,0,1,-0.018447233,0.508715846351024,-0.056563354,0.24124089923892,-0.099099875,0.345930254381328,-0.041773006,0.789212724962122,0.0170202334871969,0.875149814759896,-0.031212637,0.838839026644632,0.0384796143248539,0.742129668822155,-0.080133684,0.107561498161317,-0.056227262,0.349187785927274,0.361961477066489,0.128931138993527,1
GCST90001871.tsv_cleaned,immune cell,3,0.169171694002491,0.155904326988412,0,1,0,1,0,1,0,1,0.107665664598205,0.546898255855132,0.0773902709959469,0.679136848478024,0.165901001081718,0.415766786390947,0.420183001681027,0.0016261735979723,0,1,0,1,0,1,1
GCST90001872.tsv_cleaned,immune cell,3,-0.004668101,0.967057971591628,0.0480218886053243,0.703450551942648,-0.048127646,0.159857362060948,-0.064545236,0.26154710953746,0.0071314271773829,0.952260501949773,-0.061407145,0.725506439851373,0.129312036758464,0.285321378250123,0.0641468108014586,0.711956488127534,0.176291240446759,0.177785463409864,-0.110699189,0.101372196952069,-0.041140536,0.671951957519582,-0.678178157,0.544861707093463,1
GCST90001873.tsv_cleaned,immune cell,3,0.164420712315662,0.153727727597698,-0.116261845,0.313106445433694,0,1,0,1,0,1,0.0346525865182768,0.856992357675783,0.0596592578442078,0.718188217605731,0.217007055806161,0.250244274199911,0.282724716270043,0.0344452191145181,0,1,0,1,0,1,1
GCST90001874.tsv_cleaned,immune cell,3,0.0704589322018938,0.570002435741937,0,1,0,1,0,1,0,1,0.0679188137605781,0.705274327357821,0.0121427659281166,0.92155536570301,-0.000420856,0.998520324865462,0.20039792065235,0.136341592748074,0,1,0,1,0,1,1
GCST90001875.tsv_cleaned,immune cell,3,0.0302932785462753,0.788295226908276,0.0370133639167031,0.740619384559627,0,1,0,1,0,1,0.0387228995569307,0.82463134870178,0.113863418679522,0.57038274142666,0.10529021381557,0.570926364308897,0.340101637823439,0.0091675399790008,0,1,0,1,0,1,1
GCST90001876.tsv_cleaned,immune cell,3,0.0647022529536511,0.565397960394788,0.128763008454398,0.246852545124997,0,1,0,1,0,1,0.0097963913626321,0.955153895076273,0.071593248058601,0.660773545163639,0.0710365989596412,0.71624014283876,0.28679393244928,0.0275833720579294,0,1,0,1,0,1,1
GCST90001877.tsv_cleaned,immune cell,3,0.0457669522983394,0.679467782139941,0.118381967336869,0.28039055827803,0,1,0,1,0,1,-0.018791839,0.912760672616254,0.0730423847170722,0.650634395818869,0.0348941542518033,0.837682870537642,0.265818279641358,0.0381594438451154,0,1,0,1,0,1,1
GCST90001878.tsv_cleaned,immune cell,3,0.0988965676374759,0.386826316428716,0,1,0,1,0,1,0,1,0.200892009277947,0.25677123715669,0.14390493403944,0.474718030762094,0.10482685235232,0.563392943570819,0.346460940428435,0.0088997101425836,0,1,0,1,0,1,1
GCST90001879.tsv_cleaned,immune cell,3,0.122662113990947,0.390046507681943,0,1,0,1,0,1,0,1,0.0770567438805982,0.664974735136326,0.0912933473308796,0.671418654148663,0.302518861022696,0.108229729753308,0.21875367216436,0.100371815593676,0,1,0,1,0,1,1
GCST90001880.tsv_cleaned,immune cell,3,0.0305434720104821,0.788783622672813,0.0037851339444398,0.973230931994615,0,1,0,1,0,1,0.0994059188460024,0.57343263938699,0.143218197729515,0.480755449524222,0.083599392152363,0.678308480123257,0.337268413872621,0.0105179489461344,0,1,0,1,0,1,1
GCST90001881.tsv_cleaned,immune cell,3,0.164829035970533,0.17141882969808,0,1,0,1,0,1,0,1,0.122541044411835,0.499539649926445,0.0675771834265592,0.681759959471574,0.153439528144922,0.420395186290283,0.322565156276935,0.0138040228539179,0,1,0,1,0,1,1
GCST90001882.tsv_cleaned,immune cell,3,-0.024728017,0.826422348761833,0.0832452577137815,0.45975845737069,0,1,0,1,0,1,-0.121153049,0.488006502880687,0.0519335291662601,0.752820522476126,0.158530715753904,0.437496673866264,0.16636309519348,0.203463745766077,0,1,0,1,0,1,1
GCST90001883.tsv_cleaned,immune cell,3,0.190845187697856,0.0117345689988373,0.0185719848128194,0.812418480171392,-0.02842462,0.235939037898855,-0.036087367,0.370455078538895,-0.130658258,0.117495933013016,0.0957512774810732,0.451251707978708,-0.011162072,0.890806134468262,0.0707338436455252,0.53885622463084,0.0411226991736764,0.639223324206773,-0.049750102,0.335690441841369,-0.017672725,0.847268976250826,0.614586212766937,0.536424655540632,1
GCST90001884.tsv_cleaned,immune cell,3,0.162091665195585,0.0357758146800639,0.0044900398726651,0.96312863246006,-0.006663811,0.790187125710436,-0.010191819,0.73014385323046,-0.085138906,0.174617817688242,0.122940602352654,0.297834897841959,0.0499245025879855,0.542975636054548,0.244593484917792,0.0352446190322986,0.0542466395429323,0.540526881095759,-0.052410012,0.127918559328964,0.0129334643455834,0.809111145749769,0.424009318779832,0.259859225688873,1
GCST90001885.tsv_cleaned,immune cell,3,0.0606390660724514,0.574769014307954,0,1,0.108997495492612,0.136607904567891,0.0694062225048131,0.5042955962771,0.0442677955643084,0.83641818489674,0.0738335635965767,0.642396281307676,0.0216853376016667,0.804957082195858,-0.058521797,0.608157776773232,0.023385480839785,0.788243012019889,0.10928247039806,0.665724158604858,0.0865717694712152,0.55770466571911,0,1,1
GCST90001886.tsv_cleaned,immune cell,3,-0.05767668,0.437861358141665,0,1,-0.045000278,0.247069173912683,-0.132932727,0.268854422200949,0.0295812015739577,0.827005577327597,-0.019234746,0.868685483014875,-0.145030746,0.065629220490129,-0.161086679,0.151864959147011,0.0747076140452029,0.43947838111737,0.0198528783301988,0.795745244038393,-0.005489333,0.952929953665701,0,1,1
GCST90001887.tsv_cleaned,immune cell,3,-0.046096231,0.553253031758259,-0.059589443,0.539809031647721,-0.027797789,0.377205964769022,-0.067237858,0.201053552582214,0.0695790342527977,0.525617535485505,-0.15001729,0.203604392588812,-0.10458471,0.198932979056034,-0.290590098,0.01230720116425,0.068786607928057,0.436771048852635,-0.067821944,0.275931153273683,0.0892741738303451,0.235781696034203,1.69826574140962,0.36992042695837,1
GCST90001888.tsv_cleaned,immune cell,3,-0.069574763,0.359075813265294,0.0700025509397546,0.419980784731902,0.0098582541384109,0.685598359460152,-0.014432813,0.724197029212861,0.13759097176142,0.104492361077161,-0.008974745,0.943650156641238,-0.154240974,0.0613908862997087,-0.157988461,0.168697908292723,0.191289587656456,0.0285424496094452,-0.068454576,0.154958249202011,-0.008907046,0.87787451790353,0,1,1
GCST90001889.tsv_cleaned,immune cell,3,-0.077862362,0.301626704757946,-0.046301116,0.631343348137279,0,1,0,1,0,1,-0.154420571,0.180693159879418,-0.15170958,0.0565985465833299,-0.259950713,0.0219939239388901,0.0322109121164713,0.718052443241579,0,1,0,1,0,1,1
GCST90001890.tsv_cleaned,immune cell,3,0.0042015930516988,0.957858843182655,-0.074713572,0.414593723728346,0.0189798926520285,0.767916591885373,0.0145231666941897,0.917250245167655,0.0443704398589541,0.652809839342987,-0.196821039,0.13331575143199,-0.01786051,0.829712036745697,-0.197395008,0.0953281845506535,0.0716518854505428,0.432947709967487,-0.019050953,0.734720024823055,0.0679562149122579,0.316612796021495,1.83540545295289,0.0046610389906857,0.0046610389906857
GCST90001891.tsv_cleaned,immune cell,3,-0.057904751,0.454460900323716,-0.093734311,0.286124061666613,-0.043608404,0.189882347679948,-0.088488302,0.0612807181988552,0.0749403189640832,0.447752976520887,-0.030536245,0.796978427765057,-0.03467558,0.723092777228372,-0.190662758,0.102564290961485,-0.014568664,0.881121844309161,-0.042645239,0.595708826676419,-0.046048772,0.770579810070433,0.727631782045473,0.609399410988767,1
GCST90001892.tsv_cleaned,immune cell,3,-0.056437613,0.467475375352476,0.0692338114746263,0.408474354388389,-0.006592039,0.694191477315518,-0.024959946,0.343518846327974,0.0709740937123649,0.193856486658777,-0.055189989,0.642040798044997,-0.141320856,0.0845751127320121,-0.217124,0.0631027841962549,0.124848919390172,0.16073314014593,-0.061427152,0.0476726568361152,-0.015017318,0.808523042535146,0.920355672826768,0.0278544198988485,0.0278544198988485
GCST90001893.tsv_cleaned,immune cell,3,0.076122657625097,0.329379051836498,-0.074996839,0.345026746295161,0,1,0,1,0,1,-0.04971241,0.677432237456939,-0.187403132,0.0229518734948869,-0.308288641,0.0087394203029174,-0.012120149,0.892400675295228,0,1,0,1,0,1,1
GCST90001894.tsv_cleaned,immune cell,3,-0.074992815,0.33532119179113,0,1,-0.011168311,0.886814853486351,-0.019533735,0.895269538056367,0.0343394943706916,0.739572250357589,-0.076507831,0.519922698242169,-0.1302221,0.198102561897014,-0.061848463,0.596999914786077,-0.084146712,0.403898559538457,-0.074172961,0.207074132929921,0.040981043857582,0.563705652207212,2.42710451051691,9.41105588330206e-06,9.41105588330206e-06
GCST90001895.tsv_cleaned,immune cell,3,0.0488413041529875,0.529449756813771,0,1,-0.037091681,0.30287263571129,-0.070836044,0.273810537423565,0.0825422296919297,0.456635727845071,-0.157123047,0.187876109862081,-0.169537578,0.0982628735844996,-0.314668363,0.0073735744698268,-0.034735512,0.697807438135446,-0.068475965,0.251577524713981,0.0463830059803927,0.519120215529038,3.18006097886315,1.25635831615472e-06,1.25635831615472e-06
GCST90001896.tsv_cleaned,immune cell,3,-0.066617346,0.448650361837383,0,1,0.0552658700344543,0.032041717656605,0.102214060745062,0.0186367025961017,-0.057726317,0.608474443146241,-0.064498911,0.593908458427946,-0.091116807,0.275197126567305,-0.193834051,0.103343592289131,0.0672734236836937,0.458466165130931,-0.001420952,0.977882862113736,0.10632884551431,0.4516007293885,0.983580052448909,0.0175629140273243,0.0175629140273243
GCST90001897.tsv_cleaned,immune cell,3,-0.000439736,0.995505804214207,-0.134676268,0.0889720884410707,0.0156058120559412,0.251272625935076,0.0212844673410422,0.420662139067772,0.0318699476972502,0.47624790029346,0.0703524200278939,0.549856135365395,-0.19109761,0.0207190644642179,-0.174690838,0.156571592114068,0.0043317437854491,0.960763521520735,0.0600743556712045,0.019086479124027,0.0164237329533631,0.592799662778982,0,1,0.019086479124027
GCST90001898.tsv_cleaned,immune cell,3,-0.06858469,0.377675154861626,-0.072710782,0.459458818378149,-0.012596729,0.879327097812618,-0.022135774,0.887818210793544,0.0366077234208696,0.737879017982185,-0.071426233,0.577561051236216,-0.095256674,0.368437438127335,-0.00956468,0.934881544856244,-0.034990572,0.694857804494221,-0.078882944,0.205073391853165,0.0431941285371259,0.565499509292721,2.59526553940544,9.1484650882234e-06,9.1484650882234e-06
GCST90001899.tsv_cleaned,immune cell,3,-0.094423383,0.198779828208483,0,1,0,1,0,1,0,1,-0.139364159,0.214924325464591,-0.144760765,0.061858619223751,-0.175075658,0.113314293239086,0.0201458725682725,0.811038857186009,0,1,0,1,0,1,1
GCST90001900.tsv_cleaned,immune cell,3,-0.015217019,0.845338977028014,-0.105322891,0.181419028462941,0.0178339424648294,0.70550513118504,0.0187141939186995,0.857399490605002,0.0307461606898031,0.678468366761995,0.0135638562684881,0.909156837144155,-0.089515367,0.275381836605938,-0.22734721,0.051911817415648,0.0100001171253588,0.910744618421495,-0.013576522,0.748320654030968,0.0503504953132415,0.323906700380059,1.27980838633457,0.0177706649995637,0.0177706649995637
GCST90001901.tsv_cleaned,immune cell,3,-0.008919243,0.904426266068693,-0.026179818,0.741186008679818,0.0998620234982282,0.0224183129984992,0.0406988683589032,0.599642647722873,0.192902768236149,0.204950551568089,-0.279260978,0.0182258414136423,-0.11713178,0.155232286620335,0.058692982570587,0.614055700588812,0.0587812603567229,0.653757926185343,0.0493182694184113,0.567996006174607,0.0973654195273593,0.472521905059869,-0.023467572,0.939633484446081,0.0224183129984992
GCST90001902.tsv_cleaned,immune cell,3,-0.084941752,0.252135032511227,-0.0317836,0.727179042520038,0,1,0,1,0,1,-0.106294824,0.349460771766037,-0.155095677,0.0477920241940898,-0.221946363,0.0470474735293939,-0.002359423,0.981849322115727,0,1,0,1,0,1,1
GCST90001903.tsv_cleaned,immune cell,3,0.0065382618539353,0.955526306626366,0.0541423286991319,0.560347349563812,0,1,0,1,0,1,-0.037965614,0.823170562567144,0.142645815444295,0.0884547659465672,-0.197110308,0.100420446374932,-0.041370022,0.649503833379859,0,1,0,1,0,1,1
GCST90001904.tsv_cleaned,immune cell,3,-0.098833945,0.367805301440584,0,1,0,1,0,1,0,1,-0.024027593,0.852416342376315,0.0451384829112627,0.599184951902496,-0.075990308,0.521423027442913,-0.071024914,0.429308863397943,0,1,0,1,0,1,1
GCST90001905.tsv_cleaned,immune cell,3,-0.149743387,0.0922544762608919,-0.153999593,0.0805339601070608,0,1,0,1,0,1,0.194216798270044,0.157433925247849,0.0693777646116737,0.403611386298219,-0.067191267,0.571139892811177,-0.05505463,0.64242724491304,0,1,0,1,0,1,1
GCST90001906.tsv_cleaned,immune cell,3,0.071463368369122,0.370315032514939,0,1,-0.00375707,0.961609209125407,0.0393270122234123,0.767173989809863,-0.302604821,0.318604576160039,-0.021471179,0.871785258899833,-0.076302164,0.534785018943507,0.0852543367555831,0.477665682095977,-0.153440649,0.0927836507515711,-0.002771663,0.985731090742511,0.120853576188137,0.516853634093675,0.595030012502158,0.0978249064194894,1
GCST90001907.tsv_cleaned,immune cell,3,-0.063338118,0.422849279798727,0.0725548898065382,0.434223100106263,0.014866075467935,0.636677415586818,0.0943159412548867,0.0395273609953482,0.0325868948387183,0.697031401383215,-0.145247856,0.293679762385993,-0.056824208,0.49195173145861,-0.031483534,0.797415313033634,0.0004301891975723,0.996279272459837,0.0325880045139849,0.493023088412065,0.0685374568489536,0.437127500717723,1.33392832714969,0.0010141138890329,0.0010141138890329
GCST90001908.tsv_cleaned,immune cell,3,-0.00603003,0.938214444675925,0.0364932036688492,0.655766979897128,0,1,0.174962593426255,0.0145033112476103,0.131822529248109,0.376229226786492,-0.170681949,0.151609378612799,-0.016459969,0.841223690452568,-0.107525308,0.366404814799668,-0.048129198,0.589974210074069,0.0736550633147671,0.383528200615061,0.239894419248721,0.0816332836199958,2.04857416071635,0.0187845867295654,0.0145033112476103
GCST90001909.tsv_cleaned,immune cell,3,-0.115288707,0.124834423971515,0,1,0,1,0,1,0,1,0.18757127569136,0.106954496593389,0.0576130215212462,0.476120461970672,-0.039046707,0.777994068036462,0.0237560025388199,0.793928046949636,0,1,0,1,0,1,1
GCST90001910.tsv_cleaned,immune cell,3,-0.009172107,0.899923582226802,-0.072354568,0.419400788783122,0.0289965388292518,0.607743401827948,-0.109337765,0.246309768175206,0.180475308573831,0.358129694697589,-0.044103377,0.693264479004604,-0.11506275,0.143587931238612,0.0633815369339325,0.579197104881465,0.0035792061503825,0.965976519250387,0.0425251924627992,0.702892530627322,-0.056621781,0.845257079906214,7.73461517769346,5.87245919571471e-06,5.87245919571471e-06
GCST90001911.tsv_cleaned,immune cell,3,-0.011405795,0.881680338680189,0,1,0.0431445919752041,0.345852830870677,-0.056320768,0.463906899798783,0.167499142689191,0.291768856268878,-0.101469714,0.412620318299605,-0.092687408,0.255997111627198,-0.027432668,0.868819930198711,0.0212236226421163,0.809663718164658,0.112031250671991,0.217952573781376,-0.00483516,0.972490176817394,0.483007624001161,0.789119129746019,1
GCST90001912.tsv_cleaned,immune cell,3,-0.062517191,0.403816827047583,0.080195538822793,0.420989071457572,0,1,0,1,0,1,0.0131111707561936,0.923656130901763,0.086503307685095,0.28710686412687,0.111648395754701,0.349726216409483,0.0671119957197373,0.444517625699766,0,1,0,1,0,1,1
GCST90001913.tsv_cleaned,immune cell,3,-0.095753343,0.202469655428468,0,1,0,1,0,1,0,1,0.20540740041475,0.0772329625955139,0.0705088098881007,0.383142343856678,0.0892111418937575,0.463627792108951,0.117522333710962,0.177575822995866,0,1,0,1,0,1,1
GCST90001914.tsv_cleaned,immune cell,3,-0.023451774,0.758347893234707,0,1,0,1,0,1,0,1,-0.161104196,0.257118369581872,-0.150723336,0.0840346484444452,0.0527713219220733,0.672591383377654,-0.036230769,0.673833416984006,0,1,0,1,0,1,1
GCST90001915.tsv_cleaned,immune cell,3,-0.025689884,0.732504900600693,0,1,0,1,0,1,0,1,-0.156988399,0.193472991091902,-0.129955655,0.235273562641096,0.0507835521165598,0.67678666522001,-0.034983684,0.680270740641387,0,1,0,1,0,1,1
GCST90001916.tsv_cleaned,immune cell,3,0.0096801655339083,0.896290752623641,0,1,0,1,0,1,0,1,-0.093438749,0.456442731614221,-0.161038899,0.140345501624474,0.0259056777923168,0.849492472177297,-0.027352085,0.749236422771868,0,1,0,1,0,1,1
GCST90001917.tsv_cleaned,immune cell,3,-0.043090523,0.551757326043359,0.0129809067702137,0.855601072626584,0.0065661293612377,0.769655048323459,0.0178178230898261,0.764498030649257,-0.031263965,0.685245373465091,-0.231973942,0.0333939751709607,-0.092239354,0.413930680775413,0.08942122654228,0.453726364934013,0.0504267089861702,0.528514596699323,-0.018631252,0.670287749440419,0.0406618659705858,0.453876753892383,0.554588541565278,0.0139793431165427,0.0139793431165427
GCST90001918.tsv_cleaned,immune cell,3,-0.104132205,0.203957447188447,0,1,0,1,0,1,0,1,-0.108435576,0.415459835244946,0.0157192999800584,0.887012703767883,-0.044851913,0.696363404493893,0.0348051699412837,0.691024551148435,0,1,0,1,0,1,1
GCST90001919.tsv_cleaned,immune cell,3,-0.018978232,0.803445643838742,0,1,0,1,0,1,0,1,-0.215006394,0.1347532695921,-0.12417157,0.12768673617448,0.155442248954603,0.181410816877666,0.164754001279755,0.0610647032798411,0,1,0,1,0,1,1
GCST90001920.tsv_cleaned,immune cell,3,-0.120800592,0.104908851531947,-0.073739802,0.419819188071937,-0.010923297,0.821023467534269,0.0016290523529277,0.988366146336715,-0.251452601,0.134038237779522,-0.195662923,0.111338852120532,-0.084645874,0.522337545227214,-0.037914155,0.739022316037817,0.0139406273605725,0.889345026850184,-0.056839509,0.735708547374321,-0.091213688,0.674209887942308,2.40313275871181,0.0228467472056407,0.0228467472056407
GCST90001921.tsv_cleaned,immune cell,3,0.0926272097815178,0.211994425861799,-0.092668499,0.233805390040439,0,1,0,1,0,1,-0.203130965,0.0958186723414931,-0.011454139,0.886434185569227,0.0305137635425972,0.787800836625535,0.108426652191029,0.230357045661576,0,1,0,1,0,1,1
GCST90001922.tsv_cleaned,immune cell,3,0.0590707472519012,0.434669770098511,-0.078476442,0.316949303143385,0,1,0,1,0,1,0.0307707167891311,0.792926966789005,-0.06878113,0.394279590323552,-0.108948209,0.344635384112544,0.122223687413121,0.163350744000586,0,1,0,1,0,1,1
GCST90001923.tsv_cleaned,immune cell,3,-0.037410391,0.626955027795249,0,1,0,1,0,1,0,1,0.0705213042674592,0.554272356949104,-0.059949097,0.465525146218309,-0.096617889,0.410012455864947,0.102433776794888,0.25102852474079,0,1,0,1,0,1,1
GCST90001924.tsv_cleaned,immune cell,3,-0.05477156,0.478477944011653,0,1,-0.040390289,0.376820059802737,0.0927890142747284,0.157482622539276,0.0684156673075552,0.579504756846485,0.0351822639007751,0.768816931451527,-0.101020298,0.220657449154305,-0.124852548,0.288936138548963,0.0565980132026223,0.52764695073116,-0.05140331,0.529723755610224,0.168923197992563,0.154876725021487,0,1,1
GCST90001925.tsv_cleaned,immune cell,3,0.0674175624015882,0.362729101959794,-0.173425137,0.0246179339508631,0,1,0,1,0,1,0.0181906996812826,0.891573251563635,-0.065690717,0.407687649429892,-0.179594215,0.112939723598922,-0.054026007,0.530879195231261,0,1,0,1,0,1,1
GCST90001926.tsv_cleaned,immune cell,3,0.0245209060390652,0.767596578117104,-0.004607865,0.954256076982757,-0.002224101,0.882233559477802,0.0094253614938282,0.707545686814591,-0.003435756,0.955573162059527,0.0460984829038783,0.703474508647464,-0.09241219,0.516986090220966,0.172507974232938,0.147624994404346,-0.259427626,0.0042599048478827,0.0010016020558458,0.976942186881192,-0.000280245,0.993749871305795,0.0037134661582355,0.98559008826406,1
GCST90001927.tsv_cleaned,immune cell,3,0.122912015964881,0.119762774883571,-0.157953311,0.0406526461225478,0,1,0,1,0,1,0.0714990769256649,0.586380319915022,-0.033526761,0.666237830287212,-0.097084909,0.381750929813556,0.0678213560625931,0.483543081139587,0,1,0,1,0,1,1
GCST90001928.tsv_cleaned,immune cell,3,0.0193453452851999,0.829641009891884,-0.104545975,0.233357799683796,0,1,0,1,0,1,-0.027183962,0.825559257079007,-0.106780091,0.191833098486454,-0.096273169,0.436223782098068,0.17111344182912,0.0883774673846852,0,1,0,1,0,1,1
GCST90001929.tsv_cleaned,immune cell,3,-0.028340434,0.745492625787251,-0.060589897,0.435884750617374,0,1,0.115010893555153,0.255188224508463,0.0539853653751977,0.706626622526683,-0.0201672,0.85959877277633,-0.041531923,0.5971342467436,-0.122184139,0.284445019417896,0.108171686139605,0.336098024385687,-0.008916855,0.913400417959167,0.191392496808118,0.297956637464114,1.09428235049086,0.324015591378188,1
GCST90001930.tsv_cleaned,immune cell,3,0.0134508352029896,0.862245894139314,0,1,0,1,0,1,0,1,0.0910840692643391,0.550389754261805,-0.057869101,0.483767259835478,0.0723829662295921,0.53943692829121,0.0633024654475859,0.480691100179658,0,1,0,1,0,1,1
GCST90001931.tsv_cleaned,immune cell,3,-0.030635937,0.692082370182685,0,1,0,1,0.124462527252089,0.263296881462211,0.0428464649349934,0.796081153647604,0.0403975354940489,0.735943276336083,-0.071377999,0.3872198928395,-0.062435709,0.596161266754138,0.106711453878906,0.233911890762637,0.0045626280401958,0.959518795568471,0.264107156301386,0.0763072586320555,0,1,1
GCST90001932.tsv_cleaned,immune cell,3,-0.002898372,0.970562664317275,0,1,-0.022726282,0.831517177036245,0.0533736960176093,0.523144085436382,-0.066999266,0.730651351308638,0.0653808562300009,0.58220091555592,0.0098197584632015,0.904625142650831,-0.065539853,0.575099790065591,0.151653047071197,0.0883202110997925,0.0163137381127561,0.847991144839048,0.0939824623821597,0.394905439612753,1.9623647166886,0.0569483429080106,1
GCST90001933.tsv_cleaned,immune cell,3,-0.003469579,0.962107494309496,0,1,0.0322805528032139,0.413512615128403,-0.03825434,0.568166894982196,0.143243645276886,0.29678251759382,0.0587915946737075,0.630669796678379,-0.098825423,0.220904245260519,-0.050474273,0.644951240544657,0.256111274032993,0.0020901360746213,-0.024525947,0.752594491072672,0.103552624368854,0.270293599993602,0,1,1
GCST90001934.tsv_cleaned,immune cell,3,0.0218841957505795,0.75202211727555,0,1,0,1,0,1,0,1,0.0784048288928583,0.458604401980022,-0.130219758,0.0768176066735681,0.0309216865513558,0.766241600411417,0.0859583070276143,0.277280594429186,0,1,0,1,0,1,1
GCST90001935.tsv_cleaned,immune cell,3,0.0390697690196979,0.583546696961428,0.105137549619795,0.229426922094458,0,1,0,1,0,1,-0.01198094,0.912887020623512,-0.087796181,0.248822507393878,-0.060780012,0.588827557487023,-0.003981953,0.965730167811708,0,1,0,1,0,1,1
GCST90001936.tsv_cleaned,immune cell,3,0.0293171750178264,0.680770871278038,0.131040901233517,0.0772863851677125,0,1,0,1,0,1,0.159424632386384,0.153720784584243,-0.094777743,0.213212670396315,0.033360902678582,0.756563289376162,0.0139614796065757,0.864507509819931,0,1,0,1,0,1,1
GCST90001937.tsv_cleaned,immune cell,3,0.024527029098189,0.733900440119653,0,1,0,1,0,1,0,1,0.192839791721215,0.17264714670991,-0.004174922,0.956777098294421,0.0090548386454812,0.933749987346247,-0.014038086,0.87580659415233,0,1,0,1,0,1,1
GCST90001938.tsv_cleaned,immune cell,3,-0.033329234,0.634453848244254,0,1,0,1,0,1,0,1,-0.078433744,0.481445685019032,-0.03750108,0.626660962287457,0.0145508292024813,0.894406028780637,0.0235012463150068,0.804468784689483,0,1,0,1,0,1,1
GCST90001939.tsv_cleaned,immune cell,3,0.0825909976345272,0.249394124084215,0,1,0,1,0,1,0,1,0.120886453629261,0.271896027520836,-0.03766722,0.622744480492797,-0.083894252,0.438186047625444,0.0216047652346386,0.814957129053645,0,1,0,1,0,1,1
GCST90001940.tsv_cleaned,immune cell,3,-0.00309675,0.965605231860153,0,1,0,1,0,1,0,1,0.0002636784324206,0.998103758397076,-0.067522826,0.378592470740186,-0.068355996,0.528307588189976,-0.042134059,0.649469171472262,0,1,0,1,0,1,1
GCST90001941.tsv_cleaned,immune cell,3,-0.00895445,0.901272446874262,0.115299706446239,0.119325398857126,-0.011246535,0.87130805439588,-0.043560832,0.469916845677221,0.0765648807771976,0.726530442749136,0.0201709862519011,0.855549141104437,-0.027790146,0.718491914857658,0.0157305316635188,0.885222132675934,-0.026969467,0.74478214225809,-0.248382507,0.0024467423932546,0.0106835118504768,0.917581119436081,0.171387734895864,0.133540853060574,0.0024467423932546
GCST90001942.tsv_cleaned,immune cell,3,-0.021197316,0.767257350888279,0.119674383486885,0.1045696673156,-0.008797755,0.90421957864609,-0.043229627,0.493875861935685,0.0892100052826251,0.692441759327897,-0.025573074,0.816489825579149,-0.039044179,0.610497799065457,-0.023145436,0.830872185849156,-0.012111425,0.899922787296852,-0.264843941,0.0009371972015041,0.0155547701476338,0.884953257121818,0.191883257138788,0.133241596856861,0.0009371972015041
GCST90001943.tsv_cleaned,immune cell,3,0.0462172380725601,0.517607441836103,0.139868392929981,0.0631396569712045,0,1,0,1,0,1,0.144158436829381,0.192333647574852,-0.090437297,0.235807956214545,0.0393337685320703,0.715314821197276,-0.001161338,0.989334994834886,0,1,0,1,0,1,1
GCST90001944.tsv_cleaned,immune cell,3,0.0441853778794969,0.57979219325772,-0.042888561,0.597720974423138,-0.012466621,0.706632270212684,0.0339506263427437,0.614992074071564,0.0365220896386258,0.751250816206354,0.151925734201406,0.215311924805592,-0.174103535,0.0394529548189422,-0.200574816,0.0973976009614073,-0.146161153,0.111771585838632,0.0489391043029208,0.454556370274812,0.15827223630889,0.0449424739803091,0,1,0.0449424739803091
GCST90001945.tsv_cleaned,immune cell,3,0.0453873118081997,0.569523025741062,-0.042941799,0.597264460142782,-0.012624384,0.705669157066498,0.0339970480588261,0.618410149220162,0.0369743118119379,0.750487731353315,0.154375401011526,0.207993467804126,-0.174754123,0.0387207877068461,-0.201941057,0.0951383716920923,-0.145335448,0.113805683064638,0.0495708371669726,0.452887608764601,0.159599042415217,0.0451122681283886,0,1,0.0451122681283886
GCST90001946.tsv_cleaned,immune cell,3,0.202677913088269,0.0501361374464448,-0.074420701,0.539781966881643,0.0217775247456241,0.122642695419573,0.0479495867855344,0.0059500331515358,0.0014900523019942,0.959841553258492,0.099618018744892,0.527769859250662,0.114636930233216,0.295196618745836,-0.072968469,0.717295976156388,-0.011031809,0.932896509782332,0.03362713138264,0.157758222890278,0.0273352726872108,0.252693171138536,0.0734747407295015,0.726502088161376,0.0059500331515358
GCST90001947.tsv_cleaned,immune cell,3,0.179642305491345,0.089688361670567,-0.141496684,0.244867490219231,0.0222393790770945,0.102969144214389,0.0490078942437751,0.0016914169107488,0.0066155819356513,0.813446515362151,0.0318157425759012,0.844353990556165,0.0284479771501857,0.819621431864198,0.0191259518392332,0.917661779385147,0.142299757576998,0.241717924328968,0.0301416873056626,0.196562982050635,0.0192950426755503,0.315699882415527,-0.04055513,0.826496446120484,0.0016914169107488
