Row_Name,PhecodeString,coef,lower_CI,upper_CI,pvalue,PhecodeCategory
GHRL,Liking for bolognese sauce,0.050723877,0.016535593,0.084912161,0.003642705,Food liking
GDF15,Liking for broad beans,-0.183464447,-0.261576032,-0.105352861,4.18E-06,Food liking
LGALS4,Liking for broad beans,-0.076740285,-0.134616004,-0.018864566,0.009362107,Food liking
APOM,Liking for broad beans,0.161766178,0.050798457,0.272733899,0.00427887,Food liking
EGFR,Liking for broad beans,0.365811846,0.179197713,0.552425979,1.22E-04,Food liking
GHRL,Liking for broad beans,0.104881131,0.067227799,0.142534462,4.84E-08,Food liking
GDF15,Liking for broccoli,-0.292110058,-0.350247618,-0.233972498,7.97E-23,Food liking
LGALS4,Liking for broccoli,-0.134150484,-0.177324426,-0.090976542,1.15E-09,Food liking
APOM,Liking for broccoli,0.192538518,0.109780105,0.275296932,5.15E-06,Food liking
EGFR,Liking for broccoli,0.427690163,0.288648886,0.56673144,1.68E-09,Food liking
GHRL,Liking for broccoli,0.066841109,0.038686826,0.094995391,3.29E-06,Food liking
GDF15,Liking for brown rice,-0.256735125,-0.326694817,-0.186775433,6.60E-13,Food liking
LGALS4,Liking for brown rice,-0.105374116,-0.157268463,-0.053479769,6.92E-05,Food liking
APOM,Liking for brown rice,0.055484956,-0.044049161,0.155019072,0.274594577,Food liking
EGFR,Liking for brown rice,0.164314882,-0.002967622,0.331597387,0.054220279,Food liking
GHRL,Liking for brown rice,0.054431933,0.020665457,0.088198409,0.001583044,Food liking
GDF15,Liking for brussel sprouts,-0.090403772,-0.167101873,-0.01370567,0.020887795,Food liking
LGALS4,Liking for brussel sprouts,-0.011300119,-0.06818849,0.045588252,0.697043339,Food liking
APOM,Liking for brussel sprouts,0.08798032,-0.021035648,0.196996288,0.113719054,Food liking
EGFR,Liking for brussel sprouts,0.210886829,0.027738646,0.394035011,0.024031475,Food liking
GHRL,Liking for brussel sprouts,0.068580684,0.031531402,0.105629966,2.86E-04,Food liking
GDF15,Liking for burgers (meat),0.22071961,0.139828482,0.301610737,9.00E-08,Food liking
LGALS4,Liking for burgers (meat),-0.051857387,-0.111878598,0.008163824,0.090400446,Food liking
APOM,Liking for burgers (meat),-0.148518787,-0.263353451,-0.033684123,0.011256968,Food liking
EGFR,Liking for burgers (meat),0.407710125,0.214403184,0.601017066,3.58E-05,Food liking
GHRL,Liking for burgers (meat),-0.065952716,-0.105008064,-0.026897369,9.35E-04,Food liking
GDF15,Liking for burn of spicy foods,-0.041756772,-0.129930523,0.046416979,0.353322383,Food liking
LGALS4,Liking for burn of spicy foods,0.02636298,-0.039034051,0.091760011,0.429476914,Food liking
APOM,Liking for burn of spicy foods,0.430171836,0.304989167,0.555354505,1.69E-11,Food liking
EGFR,Liking for burn of spicy foods,0.413268527,0.202670952,0.623866101,1.20E-04,Food liking
GHRL,Liking for burn of spicy foods,0.136997499,0.094473136,0.179521861,2.78E-10,Food liking
GDF15,Liking for butter on bread,0.13052624,0.058170733,0.202881746,4.08E-04,Food liking
LGALS4,Liking for butter on bread,0.002209019,-0.051391362,0.055809401,0.935621355,Food liking
APOM,Liking for butter on bread,-0.115615859,-0.218411212,-0.012820506,0.027507937,Food liking
EGFR,Liking for butter on bread,-0.236382392,-0.409208912,-0.063555872,0.007352661,Food liking
GHRL,Liking for butter on bread,-0.041605254,-0.07652894,-0.006681567,0.019557106,Food liking
GDF15,Liking for butternut squash,-0.455976005,-0.541789343,-0.370162668,2.50E-25,Food liking
LGALS4,Liking for butternut squash,-0.169157321,-0.23286312,-0.105451523,1.97E-07,Food liking
APOM,Liking for butternut squash,0.135211817,0.013168299,0.257255334,0.029910554,Food liking
EGFR,Liking for butternut squash,0.353445244,0.148104262,0.558786227,7.43E-04,Food liking
GHRL,Liking for butternut squash,0.132487248,0.091107258,0.173867238,3.57E-10,Food liking
GDF15,Liking for cabbage,-0.039639474,-0.101048574,0.021769625,0.205832062,Food liking
LGALS4,Liking for cabbage,0.010088767,-0.035443233,0.055620767,0.664090487,Food liking
APOM,Liking for cabbage,0.097761093,0.010567569,0.184954616,0.027996755,Food liking
EGFR,Liking for cabbage,0.209697542,0.063073135,0.35632195,0.005066962,Food liking
GHRL,Liking for cabbage,0.032067992,0.002409477,0.061726507,0.034087514,Food liking
GDF15,Liking for cake,0.002681789,-0.062547081,0.067910658,0.935776015,Food liking
LGALS4,Liking for cake,-0.096286983,-0.144662506,-0.04791146,9.61E-05,Food liking
APOM,Liking for cake,-0.430816817,-0.52313312,-0.338500515,6.47E-20,Food liking
EGFR,Liking for cake,-0.590346495,-0.745920616,-0.434772374,1.07E-13,Food liking
GHRL,Liking for cake,-0.101435791,-0.132875375,-0.069996208,2.61E-10,Food liking
GDF15,Liking for cake icing,0.129174335,0.045806107,0.212542563,0.002393917,Food liking
LGALS4,Liking for cake icing,-0.069042517,-0.130859435,-0.007225599,0.028605084,Food liking
APOM,Liking for cake icing,-0.46807726,-0.586198133,-0.349956388,8.47E-15,Food liking
EGFR,Liking for cake icing,-0.69935666,-0.898242281,-0.500471039,5.68E-12,Food liking
GHRL,Liking for cake icing,-0.07030413,-0.110503291,-0.030104969,6.10E-04,Food liking
GDF15,Liking for capers,-0.274666274,-0.368334472,-0.180998075,9.21E-09,Food liking
LGALS4,Liking for capers,-0.132457664,-0.201902109,-0.06301322,1.86E-04,Food liking
APOM,Liking for capers,0.636999366,0.504225818,0.769772914,5.90E-21,Food liking
EGFR,Liking for capers,0.487762709,0.264032267,0.71149315,1.94E-05,Food liking
GHRL,Liking for capers,0.196754073,0.1516187,0.241889446,1.40E-17,Food liking
GDF15,Liking for cauliflower,-0.037904011,-0.095974146,0.020166123,0.200798993,Food liking
LGALS4,Liking for cauliflower,-0.0413161,-0.084366652,0.001734453,0.059987731,Food liking
APOM,Liking for cauliflower,0.112723071,0.030157929,0.195288213,0.007460243,Food liking
EGFR,Liking for cauliflower,0.16219392,0.023543659,0.300844181,0.021871859,Food liking
GHRL,Liking for cauliflower,0.044328908,0.016259155,0.07239866,0.001969378,Food liking
GDF15,Liking for cereal/granola bar,-0.142661045,-0.220276484,-0.065045606,3.16E-04,Food liking
LGALS4,Liking for cereal/granola bar,-0.073605612,-0.131179347,-0.016031877,0.012228371,Food liking
APOM,Liking for cereal/granola bar,-0.247651835,-0.357783833,-0.137519836,1.05E-05,Food liking
EGFR,Liking for cereal/granola bar,-0.154823879,-0.340194944,0.030547186,0.101650937,Food liking
GHRL,Liking for cereal/granola bar,-0.02459719,-0.061999161,0.012804782,0.197428541,Food liking
GDF15,Liking for cheesecake,-0.038893952,-0.113273082,0.035485179,0.305426361,Food liking
LGALS4,Liking for cheesecake,-0.11438231,-0.169403936,-0.059360684,4.63E-05,Food liking
APOM,Liking for cheesecake,-0.236018457,-0.34143636,-0.130600553,1.15E-05,Food liking
EGFR,Liking for cheesecake,-0.202531056,-0.380162408,-0.024899703,0.025448543,Food liking
GHRL,Liking for cheesecake,-0.034152525,-0.07001526,0.00171021,0.061987616,Food liking
GDF15,Liking for cherries,-0.101496359,-0.162814048,-0.04017867,0.001179722,Food liking
LGALS4,Liking for cherries,-0.057641418,-0.10308734,-0.012195496,0.012930349,Food liking
APOM,Liking for cherries,-0.022175031,-0.109267025,0.064916964,0.617758181,Food liking
EGFR,Liking for cherries,-0.061692192,-0.208151194,0.08476681,0.409049632,Food liking
GHRL,Liking for cherries,0.015384594,-0.014278762,0.045047949,0.30939749,Food liking
GDF15,Liking for chicken,-0.010230896,-0.079122768,0.058660975,0.771002902,Food liking
LGALS4,Liking for chicken,-0.129621107,-0.180677993,-0.078564221,6.55E-07,Food liking
APOM,Liking for chicken,-0.094983787,-0.192742572,0.002774998,0.056883036,Food liking
EGFR,Liking for chicken,0.805304541,0.641103588,0.969505494,7.96E-22,Food liking
GHRL,Liking for chicken,-0.026467582,-0.05970983,0.006774666,0.118652039,Food liking
GDF15,Liking for chilli pepper,-0.170626218,-0.256020036,-0.085232401,9.03E-05,Food liking
LGALS4,Liking for chilli pepper,-0.034091581,-0.097349558,0.029166395,0.290853173,Food liking
APOM,Liking for chilli pepper,0.557524014,0.436641643,0.678406385,1.72E-19,Food liking
EGFR,Liking for chilli pepper,0.519000956,0.315066143,0.722935769,6.16E-07,Food liking
GHRL,Liking for chilli pepper,0.142816721,0.101707873,0.183925569,1.01E-11,Food liking
GDF15,Liking for chips/french fries,0.051171349,-0.008334915,0.110677614,0.091921181,Food liking
LGALS4,Liking for chips/french fries,-0.022299092,-0.066418175,0.021819991,0.321882263,Food liking
APOM,Liking for chips/french fries,-0.080351314,-0.164674106,0.003971477,0.061826332,Food liking
EGFR,Liking for chips/french fries,-0.353652838,-0.495649323,-0.211656354,1.06E-06,Food liking
GHRL,Liking for chips/french fries,-0.039359834,-0.068057421,-0.010662247,0.007191037,Food liking
GDF15,Liking for cigarette smoking,0.358295707,0.315946897,0.400644518,2.57E-61,Food liking
LGALS4,Liking for cigarette smoking,0.080454287,0.04880613,0.112102444,6.33E-07,Food liking
APOM,Liking for cigarette smoking,0.157100188,0.096601878,0.217598499,3.62E-07,Food liking
EGFR,Liking for cigarette smoking,-0.187563794,-0.28935719,-0.085770398,3.05E-04,Food liking
GHRL,Liking for cigarette smoking,0.079307135,0.058859273,0.099754997,3.06E-14,Food liking
GDF15,Liking for cod,-0.114839527,-0.179490665,-0.050188388,5.00E-04,Food liking
LGALS4,Liking for cod,-0.09829669,-0.146213211,-0.050380169,5.83E-05,Food liking
APOM,Liking for cod,0.12065078,0.028865416,0.212436144,0.009992673,Food liking
EGFR,Liking for cod,0.635969733,0.48177917,0.790160296,6.65E-16,Food liking
GHRL,Liking for cod,0.01495306,-0.016208373,0.046114493,0.34697133,Food liking
GDF15,Liking for coffee with sugar,0.255215572,0.163836648,0.346594497,4.46E-08,Food liking
LGALS4,Liking for coffee with sugar,-0.058399232,-0.126185267,0.009386802,0.091321819,Food liking
APOM,Liking for coffee with sugar,-0.132668426,-0.262542897,-0.002793955,0.045285553,Food liking
EGFR,Liking for coffee with sugar,-0.517175315,-0.735381772,-0.298968859,3.42E-06,Food liking
GHRL,Liking for coffee with sugar,-0.008853521,-0.052955855,0.035248813,0.693983006,Food liking
GDF15,Liking for coffee without sugar,-0.262608422,-0.36047845,-0.164738394,1.46E-07,Food liking
LGALS4,Liking for coffee without sugar,-0.093888136,-0.166444432,-0.021331839,0.011214419,Food liking
APOM,Liking for coffee without sugar,0.238315697,0.099335371,0.377296023,7.79E-04,Food liking
EGFR,Liking for coffee without sugar,0.532837773,0.299232119,0.766443426,7.85E-06,Food liking
GHRL,Liking for coffee without sugar,0.08390705,0.036749729,0.131064371,4.89E-04,Food liking
GDF15,Liking for coriander,-0.227078615,-0.307097523,-0.147059706,2.70E-08,Food liking
LGALS4,Liking for coriander,-0.108269119,-0.167553149,-0.048985088,3.45E-04,Food liking
APOM,Liking for coriander,0.385764762,0.27225164,0.499277885,2.80E-11,Food liking
EGFR,Liking for coriander,0.280595738,0.089402798,0.471788677,0.004026274,Food liking
GHRL,Liking for coriander,0.109514015,0.070956865,0.148071166,2.63E-08,Food liking
GDF15,Liking for corn flakes,0.273305753,0.200584227,0.346027279,1.83E-13,Food liking
LGALS4,Liking for corn flakes,0.075544659,0.021603031,0.129486286,0.006058644,Food liking
APOM,Liking for corn flakes,-0.43518069,-0.538486098,-0.331875283,1.60E-16,Food liking
EGFR,Liking for corn flakes,-0.550212419,-0.723950425,-0.376474414,5.51E-10,Food liking
GHRL,Liking for corn flakes,-0.1382931,-0.173371376,-0.103214825,1.16E-14,Food liking
GDF15,Liking for cream,0.111984835,0.035139908,0.188829762,0.00429187,Food liking
LGALS4,Liking for cream,-0.077076267,-0.134028749,-0.020123786,0.007996551,Food liking
APOM,Liking for cream,-0.058963379,-0.168072047,0.050145288,0.289530074,Food liking
EGFR,Liking for cream,-0.047315838,-0.230870212,0.136238536,0.613402643,Food liking
GHRL,Liking for cream,-0.046666568,-0.083773209,-0.009559926,0.01371355,Food liking
GDF15,Liking for croissant,-0.011535465,-0.084176248,0.061105318,0.755617695,Food liking
LGALS4,Liking for croissant,-0.184984139,-0.238740971,-0.131227306,1.58E-11,Food liking
APOM,Liking for croissant,-0.109743576,-0.212871713,-0.00661544,0.037020296,Food liking
EGFR,Liking for croissant,-0.402751692,-0.576127611,-0.229375774,5.32E-06,Food liking
GHRL,Liking for croissant,-0.037938105,-0.072989624,-0.002886586,0.033903807,Food liking
GDF15,Liking for cucumber,-0.056180794,-0.128593495,0.016231907,0.128371694,Food liking
LGALS4,Liking for cucumber,0.016049746,-0.037631424,0.069730915,0.557885713,Food liking
APOM,Liking for cucumber,0.046386642,-0.05646334,0.149236625,0.376724701,Food liking
EGFR,Liking for cucumber,0.129303183,-0.043598845,0.302205212,0.142735707,Food liking
GHRL,Liking for cucumber,0.064289595,0.029389407,0.099189783,3.06E-04,Food liking
GDF15,Liking for curry,-0.139995927,-0.215882902,-0.064108951,3.00E-04,Food liking
LGALS4,Liking for curry,-0.033574694,-0.089812362,0.022662975,0.24196516,Food liking
APOM,Liking for curry,0.159606712,0.05193794,0.267275484,0.003671914,Food liking
EGFR,Liking for curry,0.197967489,0.016677327,0.37925765,0.0323462,Food liking
GHRL,Liking for curry,0.097066745,0.060510433,0.133623058,1.97E-07,Food liking
GDF15,Liking for dairy products,0.017458152,-0.037324196,0.0722405,0.532237725,Food liking
LGALS4,Liking for dairy products,0.003257371,-0.03731321,0.043827951,0.874960089,Food liking
APOM,Liking for dairy products,-0.121374084,-0.199042706,-0.043705463,0.002195414,Food liking
EGFR,Liking for dairy products,0.097840204,-0.032981653,0.228662061,0.142710051,Food liking
GHRL,Liking for dairy products,0.010373207,-0.016089479,0.036835894,0.442322619,Food liking
GDF15,Liking for dark chocolate,-0.149466401,-0.227625153,-0.07130765,1.79E-04,Food liking
LGALS4,Liking for dark chocolate,-0.142185265,-0.200074538,-0.084295993,1.49E-06,Food liking
APOM,Liking for dark chocolate,0.074163772,-0.03681944,0.185146983,0.190302627,Food liking
EGFR,Liking for dark chocolate,0.188133835,0.001484472,0.374783198,0.048220227,Food liking
GHRL,Liking for dark chocolate,0.069583521,0.031934979,0.107232062,2.93E-04,Food liking
GDF15,Liking for diet fizzy drinks,0.479838099,0.394946158,0.564730039,1.96E-28,Food liking
LGALS4,Liking for diet fizzy drinks,0.262627612,0.199582691,0.325672533,3.43E-16,Food liking
APOM,Liking for diet fizzy drinks,-0.697357853,-0.817901422,-0.576814284,1.06E-29,Food liking
EGFR,Liking for diet fizzy drinks,-0.376447881,-0.579772633,-0.173123129,2.86E-04,Food liking
GHRL,Liking for diet fizzy drinks,-0.19142387,-0.232432897,-0.150414844,6.34E-20,Food liking
GDF15,Liking for dried fruit,-0.259692572,-0.323315214,-0.19606993,1.32E-15,Food liking
LGALS4,Liking for dried fruit,-0.106770669,-0.154003957,-0.059537381,9.46E-06,Food liking
APOM,Liking for dried fruit,-0.063273657,-0.153745044,0.02719773,0.170468057,Food liking
EGFR,Liking for dried fruit,0.111159893,-0.040984118,0.263303904,0.152162129,Food liking
GHRL,Liking for dried fruit,0.010419876,-0.020314988,0.041154741,0.506393958,Food liking
GDF15,Liking for eggs,-7.24E-05,-0.055446217,0.055301467,0.997956074,Food liking
LGALS4,Liking for eggs,-0.078228117,-0.119175897,-0.037280338,1.81E-04,Food liking
APOM,Liking for eggs,-0.027215375,-0.105819578,0.051388828,0.497397087,Food liking
EGFR,Liking for eggs,0.269737255,0.137556709,0.4019178,6.37E-05,Food liking
GHRL,Liking for eggs,-0.02942914,-0.056191521,-0.00266676,0.031153921,Food liking
GDF15,Liking for exercising alone,-0.381203287,-0.460205689,-0.302200886,3.53E-21,Food liking
LGALS4,Liking for exercising alone,-0.118803801,-0.177384484,-0.060223119,7.07E-05,Food liking
APOM,Liking for exercising alone,0.314444347,0.20240374,0.426484953,3.83E-08,Food liking
EGFR,Liking for exercising alone,0.466444701,0.277959382,0.654930019,1.24E-06,Food liking
GHRL,Liking for exercising alone,0.114394574,0.076286585,0.152502564,4.09E-09,Food liking
GDF15,Liking for exercising with others,-0.524917087,-0.609864917,-0.439969256,1.23E-33,Food liking
LGALS4,Liking for exercising with others,-0.188975906,-0.252051876,-0.125899935,4.38E-09,Food liking
APOM,Liking for exercising with others,0.25867775,0.137781148,0.379574352,2.76E-05,Food liking
EGFR,Liking for exercising with others,0.608687838,0.405257493,0.812118183,4.58E-09,Food liking
GHRL,Liking for exercising with others,0.065333425,0.024280815,0.106386035,0.001816258,Food liking
GDF15,Liking for extra virgin olive oil,-0.221523454,-0.28569286,-0.157354047,1.36E-11,Food liking
LGALS4,Liking for extra virgin olive oil,-0.111255201,-0.158857989,-0.063652412,4.66E-06,Food liking
APOM,Liking for extra virgin olive oil,0.396769517,0.305666159,0.487872875,1.50E-17,Food liking
EGFR,Liking for extra virgin olive oil,0.355747851,0.202438599,0.509057104,5.45E-06,Food liking
GHRL,Liking for extra virgin olive oil,0.085584713,0.054607633,0.116561792,6.20E-08,Food liking
GDF15,Liking for fatty foods,0.14579926,0.072047166,0.219551354,1.07E-04,Food liking
LGALS4,Liking for fatty foods,0.016105752,-0.038568046,0.07077955,0.563700497,Food liking
APOM,Liking for fatty foods,-0.114659331,-0.219248917,-0.010069745,0.031673799,Food liking
EGFR,Liking for fatty foods,-0.170935376,-0.347016053,0.005145301,0.057096205,Food liking
GHRL,Liking for fatty foods,-0.08138184,-0.116916844,-0.045846835,7.21E-06,Food liking
GDF15,Liking for fresh tomatoes,-0.057129561,-0.113776488,-4.83E-04,0.048094425,Food liking
LGALS4,Liking for fresh tomatoes,9.39E-04,-0.041080457,0.042957569,0.965081323,Food liking
APOM,Liking for fresh tomatoes,0.071756028,-0.008586671,0.152098727,0.080050098,Food liking
EGFR,Liking for fresh tomatoes,0.12973213,-0.005532229,0.264996489,0.060150529,Food liking
GHRL,Liking for fresh tomatoes,0.045503346,0.018160662,0.072846031,0.001109291,Food liking
GDF15,Liking for fried chicken,0.166312349,0.083899105,0.248725593,7.67E-05,Food liking
LGALS4,Liking for fried chicken,-0.06060446,-0.121680467,4.72E-04,0.051810461,Food liking
APOM,Liking for fried chicken,-0.102556183,-0.219584429,0.014472064,0.08588843,Food liking
EGFR,Liking for fried chicken,0.391689071,0.194766324,0.588611817,9.71E-05,Food liking
GHRL,Liking for fried chicken,-0.066319185,-0.106083713,-0.026554656,0.001081942,Food liking
GDF15,Liking for fried/battered fish,0.068866004,-0.006344705,0.144076714,0.072729946,Food liking
LGALS4,Liking for fried/battered fish,-0.028900332,-0.08468547,0.026884807,0.309933841,Food liking
APOM,Liking for fried/battered fish,-0.099960732,-0.20675984,0.006838376,0.066600819,Food liking
EGFR,Liking for fried/battered fish,0.085249178,-0.094462239,0.264960596,0.352516534,Food liking
GHRL,Liking for fried/battered fish,-0.077766453,-0.114009782,-0.041523125,2.62E-05,Food liking
GDF15,Liking for fruit,-0.081328882,-0.121015574,-0.04164219,5.93E-05,Food liking
LGALS4,Liking for fruit,-0.010139789,-0.039382284,0.019102706,0.496757148,Food liking
APOM,Liking for fruit,-0.056312509,-0.112472234,-1.53E-04,0.049394934,Food liking
EGFR,Liking for fruit,0.065946481,-0.028858779,0.160751741,0.17278874,Food liking
GHRL,Liking for fruit,-0.009241704,-0.028417817,0.009934409,0.344884824,Food liking
GDF15,Liking for garlic,-0.120254094,-0.190047781,-0.050460406,7.34E-04,Food liking
LGALS4,Liking for garlic,-0.045036402,-0.09681926,0.006746457,0.088283503,Food liking
APOM,Liking for garlic,0.378632187,0.279624293,0.477640081,6.91E-14,Food liking
EGFR,Liking for garlic,0.387811488,0.221218993,0.554403983,5.08E-06,Food liking
GHRL,Liking for garlic,0.069797773,0.036112894,0.103482653,4.90E-05,Food liking
GDF15,Liking for gherkins,-0.098967191,-0.192144481,-0.005789901,0.037378595,Food liking
LGALS4,Liking for gherkins,0.003923645,-0.065076321,0.072923612,0.91125892,Food liking
APOM,Liking for gherkins,0.432183731,0.300089489,0.564277973,1.47E-10,Food liking
EGFR,Liking for gherkins,0.573988467,0.351627218,0.796349716,4.25E-07,Food liking
GHRL,Liking for gherkins,0.128765943,0.083881617,0.173650269,1.91E-08,Food liking
GDF15,Liking for globe artichoke,-0.306320585,-0.406854326,-0.205786843,2.39E-09,Food liking
LGALS4,Liking for globe artichoke,-0.141868975,-0.216322665,-0.067415285,1.89E-04,Food liking
APOM,Liking for globe artichoke,0.521789621,0.379285681,0.66429356,7.42E-13,Food liking
EGFR,Liking for globe artichoke,0.25380412,0.013713386,0.493894853,0.03828736,Food liking
GHRL,Liking for globe artichoke,0.234397066,0.186045904,0.282748227,2.32E-21,Food liking
GDF15,Liking for goat's cheese,-0.300409903,-0.396035185,-0.204784621,7.55E-10,Food liking
LGALS4,Liking for goat's cheese,-0.194594035,-0.265476778,-0.123711293,7.51E-08,Food liking
APOM,Liking for goat's cheese,0.388373503,0.252522427,0.524224579,2.13E-08,Food liking
EGFR,Liking for goat's cheese,0.36125065,0.132733426,0.589767875,0.001948562,Food liking
GHRL,Liking for goat's cheese,0.128004251,0.081887052,0.17412145,5.39E-08,Food liking
GDF15,Liking for going to a cafe,-0.050804367,-0.114229973,0.012621238,0.116444784,Food liking
LGALS4,Liking for going to a cafe,-0.063706672,-0.110674474,-0.01673887,0.007856268,Food liking
APOM,Liking for going to a cafe,-0.280054735,-0.369943545,-0.190165924,1.04E-09,Food liking
EGFR,Liking for going to a cafe,-0.326875617,-0.478280214,-0.17547102,2.33E-05,Food liking
GHRL,Liking for going to a cafe,-0.045006332,-0.075566972,-0.014445693,0.003901064,Food liking
GDF15,Liking for going to the gym,-0.397189382,-0.493711216,-0.300667549,7.75E-16,Food liking
LGALS4,Liking for going to the gym,-0.107551594,-0.179121722,-0.035981466,0.003230226,Food liking
APOM,Liking for going to the gym,0.107970913,-0.029247979,0.245189805,0.123042056,Food liking
EGFR,Liking for going to the gym,0.308698565,0.078326847,0.539070283,0.008637561,Food liking
GHRL,Liking for going to the gym,0.021766728,-0.024760915,0.06829437,0.359198058,Food liking
GDF15,Liking for going to the pub,-0.279416139,-0.357846496,-0.200985782,3.00E-12,Food liking
LGALS4,Liking for going to the pub,-0.12130319,-0.179491259,-0.063115121,4.41E-05,Food liking
APOM,Liking for going to the pub,0.678753774,0.567450199,0.79005735,8.35E-33,Food liking
EGFR,Liking for going to the pub,0.210659725,0.022990417,0.398329032,0.027814201,Food liking
GHRL,Liking for going to the pub,0.196588751,0.158780794,0.234396708,2.52E-24,Food liking
GDF15,Liking for grapefruit,-0.249824892,-0.336056439,-0.163593344,1.38E-08,Food liking
LGALS4,Liking for grapefruit,-0.239393467,-0.303278288,-0.175508646,2.15E-13,Food liking
APOM,Liking for grapefruit,0.428706281,0.306277504,0.551135058,6.95E-12,Food liking
EGFR,Liking for grapefruit,0.308613983,0.10268578,0.514542186,0.003314948,Food liking
GHRL,Liking for grapefruit,0.123459162,0.081932404,0.164985919,5.74E-09,Food liking
GDF15,Liking for green olives,-0.447196599,-0.547803509,-0.34658969,3.23E-18,Food liking
LGALS4,Liking for green olives,-0.15464617,-0.229333802,-0.079958539,4.96E-05,Food liking
APOM,Liking for green olives,0.679164474,0.536362853,0.821966095,1.27E-20,Food liking
EGFR,Liking for green olives,0.655733475,0.415204877,0.896262072,9.23E-08,Food liking
GHRL,Liking for green olives,0.190563732,0.142027802,0.239099662,1.48E-14,Food liking
GDF15,Liking for haddock,-0.222840416,-0.292730409,-0.152950422,4.21E-10,Food liking
LGALS4,Liking for haddock,-0.180607756,-0.232480205,-0.128735307,9.12E-12,Food liking
APOM,Liking for haddock,0.251973849,0.152713289,0.351234409,6.57E-07,Food liking
EGFR,Liking for haddock,0.746097467,0.57931069,0.912884245,1.98E-18,Food liking
GHRL,Liking for haddock,0.02362792,-0.010073923,0.057329762,0.169425813,Food liking
GDF15,Liking for ham,0.1823515,0.106754669,0.257948331,2.29E-06,Food liking
LGALS4,Liking for ham,-0.063536041,-0.119583452,-0.00748863,0.026306286,Food liking
APOM,Liking for ham,-0.108463309,-0.215793828,-0.001132791,0.04764541,Food liking
EGFR,Liking for ham,0.554048533,0.373450896,0.734646169,1.86E-09,Food liking
GHRL,Liking for ham,-0.057156124,-0.093613318,-0.02069893,0.002124045,Food liking
GDF15,Liking for hard cheese,-0.001624102,-0.062506711,0.059258507,0.958303017,Food liking
LGALS4,Liking for hard cheese,-0.040570838,-0.085639286,0.00449761,0.077686403,Food liking
APOM,Liking for hard cheese,0.110119274,0.023737796,0.196500752,0.012478319,Food liking
EGFR,Liking for hard cheese,0.129519927,-0.015879907,0.274919762,0.080843794,Food liking
GHRL,Liking for hard cheese,0.077086785,0.047721046,0.106452524,2.70E-07,Food liking
GDF15,Liking for herring,-0.25535921,-0.348244733,-0.162473686,7.20E-08,Food liking
LGALS4,Liking for herring,-0.184161597,-0.253033401,-0.115289792,1.62E-07,Food liking
APOM,Liking for herring,0.374861967,0.242847416,0.506876518,2.65E-08,Food liking
EGFR,Liking for herring,0.804135186,0.5823702,1.025900172,1.23E-12,Food liking
GHRL,Liking for herring,0.09631068,0.051504561,0.141116799,2.53E-05,Food liking
GDF15,Liking for honey,-0.1754376,-0.252962138,-0.097913062,9.24E-06,Food liking
LGALS4,Liking for honey,-0.196767416,-0.254168184,-0.139366648,1.89E-11,Food liking
APOM,Liking for honey,0.032248898,-0.077900599,0.142398395,0.566092339,Food liking
EGFR,Liking for honey,-0.078695882,-0.263896922,0.106505158,0.40495092,Food liking
GHRL,Liking for honey,-0.005253717,-0.042658806,0.032151371,0.783099613,Food liking
GDF15,Liking for horseradish/wasabi,-0.179833523,-0.275608549,-0.084058496,2.34E-04,Food liking
LGALS4,Liking for horseradish/wasabi,-0.105722013,-0.17669364,-0.034750387,0.003508644,Food liking
APOM,Liking for horseradish/wasabi,0.482562135,0.346721049,0.61840322,3.45E-12,Food liking
EGFR,Liking for horseradish/wasabi,0.676218154,0.44766551,0.904770797,6.78E-09,Food liking
GHRL,Liking for horseradish/wasabi,0.200575909,0.15444114,0.246710678,1.70E-17,Food liking
GDF15,Liking for ice cream,-0.007848886,-0.071215429,0.055517656,0.808185763,Food liking
LGALS4,Liking for ice cream,0.005277597,-0.041713138,0.052268331,0.825775177,Food liking
APOM,Liking for ice cream,-0.237192623,-0.327002789,-0.147382458,2.29E-07,Food liking
EGFR,Liking for ice cream,-0.251210036,-0.402504286,-0.099915786,0.001138591,Food liking
GHRL,Liking for ice cream,-0.066471051,-0.0970524,-0.035889701,2.05E-05,Food liking
GDF15,Liking for jam,0.068899998,0.003128086,0.134671909,0.040069105,Food liking
LGALS4,Liking for jam,-0.095763313,-0.144466287,-0.047060339,1.17E-04,Food liking
APOM,Liking for jam,-0.332471973,-0.425609576,-0.23933437,2.72E-12,Food liking
EGFR,Liking for jam,-0.4661598,-0.623094017,-0.309225583,5.91E-09,Food liking
GHRL,Liking for jam,-0.034476314,-0.066204591,-0.002748038,0.03320797,Food liking
GDF15,Liking for kiwi fruit,-0.169699928,-0.24143897,-0.097960886,3.57E-06,Food liking
LGALS4,Liking for kiwi fruit,-0.04670236,-0.099900625,0.006495904,0.085333352,Food liking
APOM,Liking for kiwi fruit,0.038520353,-0.063380676,0.140421383,0.4587633,Food liking
EGFR,Liking for kiwi fruit,0.241276936,0.06991139,0.412642481,0.005793503,Food liking
GHRL,Liking for kiwi fruit,0.018165734,-0.016431021,0.052762489,0.303437179,Food liking
GDF15,Liking for lager,-0.193267483,-0.279417986,-0.107116981,1.10E-05,Food liking
LGALS4,Liking for lager,-0.094716218,-0.158585399,-0.030847037,0.003658484,Food liking
APOM,Liking for lager,0.487957697,0.365758145,0.610157248,5.29E-15,Food liking
